w_id,file_name,line_no,word_no,word,pos_contributor_1,pos_contributor_2,pos_contributor_3,fpos,fner
9557,File-02,11,4,‘,PU,Unk,PU,PU,O
9558,File-02,11,5,জম্মু,NNP,Unk,NNP,NNP,LOC
9559,File-02,11,6,ও,CC,VAUX,CC,CC,O
9560,File-02,11,7,কাশ্মীর,NNP,SYM,SYM,NNP,LOC
9561,File-02,11,8,পুনর্গঠন,NN,CC,CC,NN,O
9562,File-02,11,9,(,PU,Unk,Unk,PU,O
9563,File-02,11,10,সংশোধন,NN,Unk,NN,NN,O
9564,File-02,11,11,),PU,Unk,Unk,PU,O
9565,File-02,11,12,বিল,NN,Unk,NN,NN,O
9566,File-02,11,13,’,PU,QF,PU,PU,O
9567,File-02,11,14,পেশের,NN,Unk,Unk,NN,O
9568,File-02,11,15,সময়,NN,Unk,Unk,NN,O
9569,File-02,11,16,কেন্দ্রীয়,JJ,Unk,Unk,JJ,O
9570,File-02,11,17,স্বরাষ্ট্রমন্ত্রী,NN,CC,CC,NN,O
9571,File-02,11,18,অমিত,NNP,Unk,NNP,NNP,PER
9572,File-02,11,19,শাহ,NNP,VAUX,VAUX,NNP,PER
9573,File-02,11,20,জানিয়েছিলেন,VM,SYM,SYM,VM,O
9574,File-02,11,21,",",PU,Unk,Unk,PU,O
9575,File-02,11,22,‘,PU,Unk,PU,PU,O
9576,File-02,11,23,যখন,CC,Unk,Unk,CC,O
9577,File-02,11,24,কাশ্মীর,NNP,Unk,Unk,NNP,LOC
9578,File-02,11,25,বিভক্ত,JJ,Unk,Unk,JJ,O
9579,File-02,11,26,করা,VM,Unk,Unk,VM,O
9580,File-02,11,27,হয়েছিল,VM,Unk,VM,VM,O
9581,File-02,11,28,",",PU,NN,PU,PU,O
9582,File-02,11,29,তখন,NN,Unk,Unk,NN,O
9583,File-02,11,30,কোথাও,RB,NN,RB,RB,O
9584,File-02,11,31,লেখা,VM,SYM,VM,VM,O
9585,File-02,11,32,ছিল,VM,PRP,PRP,VM,O
9586,File-02,11,33,না,NEG,QF,QF,NEG,O
9587,File-02,11,34,যে,DT,Unk,DT,DT,O
9588,File-02,11,35,ভূস্বর্গ,NNP,VM,NNP,NNP,O
9589,File-02,11,36,রাজ্যের,NN,Unk,NN,NN,O
9590,File-02,11,37,মর্যাদা,NN,Unk,Unk,NN,O
9591,File-02,11,38,ফিরে,VM,Unk,VM,VM,O
9592,File-02,11,39,পাবে,VM,Unk,VM,VM,O
9593,File-02,11,40,না,NEG,PSP,NEG,NEG,O
9594,File-02,11,41,।,PU,NN,PU,PU,O
9595,File-02,12,1,চলতি,JJ,VM,VM,JJ,O
9596,File-02,12,2,মাসে,PSP,Unk,PSP,PSP,O
9597,File-02,12,3,কংগ্রেস,NNP,SYM,NNP,NNP,ORG
9598,File-02,12,4,নেতা,NN,Unk,NN,NN,O
9599,File-02,12,5,দিগ্বিজয়,NNP,SYM,NNP,NNP,O
9600,File-02,12,6,সিংহ,NNP,Unk,NNP,NNP,O
9601,File-02,12,7,পাকিস্তানের,NNP,Unk,Unk,NNP,LOC
9602,File-02,12,8,একটি,CD,CC,CD,CD,O
9603,File-02,12,9,সংবাদমাধ্যমকে,NN,Unk,Unk,NN,O
9604,File-02,12,10,জানান,VM,Unk,Unk,VM,O
9605,File-02,12,11,",",PU,Unk,Unk,PU,O
9606,File-02,12,12,আগামী,JJ,Unk,JJ,JJ,O
9607,File-02,12,13,নির্বাচনে,NN,QC,QC,NN,O
9608,File-02,12,14,কংগ্রেস,NNP,Unk,Unk,NNP,ORG
9609,File-02,12,15,যদি,CC,Unk,CC,CC,O
9610,File-02,12,16,কেন্দ্রে,NN,Unk,NN,NN,O
9611,File-02,12,17,ক্ষমতায়,NN,Unk,NN,NN,O
9612,File-02,12,18,আসে,VM,VM,VM,VM,O
9613,File-02,12,19,",",PU,SYM,PU,PU,O
9614,File-02,12,20,অনুচ্ছেদ,NN,PRP,PRP,NN,O
9615,File-02,12,21,370,CD,Unk,Unk,CD,O
9616,File-02,12,22,বিলোপের,NN,Unk,NN,NN,O
9617,File-02,12,23,সিদ্ধান্ত,NN,Unk,NN,NN,O
9618,File-02,12,24,পুনর্বিবেচনা,NN,NN,NN,NN,O
9619,File-02,12,25,করা,VM,Unk,Unk,VM,O
9620,File-02,12,26,হবে,VM,Unk,VM,VM,O
9621,File-02,12,27,।,PU,Unk,PU,PU,O
9622,File-02,13,1,যদিও,CC,Unk,Unk,CC,O
9623,File-02,13,2,জম্মু,NNP,Unk,Unk,NNP,LOC
9624,File-02,13,3,কাশ্মীরের,NNP,DEM,NNP,NNP,LOC
9625,File-02,13,4,সাবেক,JJ,Unk,JJ,JJ,O
9626,File-02,13,5,মুখ্যমন্ত্রী,NN,CC,NN,NN,O
9627,File-02,13,6,ও,CC,QC,CC,CC,O
9628,File-02,13,7,ন্যাশনাল,NNP,Unk,NNP,NNP,O
9629,File-02,13,8,কনফারেন্স,NNP,Unk,Unk,NNP,O
9630,File-02,13,9,নেতা,NN,Unk,Unk,NN,O
9631,File-02,13,10,ফারুক,NNP,Unk,NNP,NNP,PER
9632,File-02,13,11,আবদুল্লাহ,NNP,Unk,NNP,NNP,PER
9633,File-02,13,12,দিগ্বিজয়ের,NNP,SYM,NNP,NNP,O
9634,File-02,13,13,ঘোষণাকে,NN,PRP,PRP,NN,O
9635,File-02,13,14,স্বাগত,NN,VAUX,VAUX,NN,O
9636,File-02,13,15,জানিয়েছিলেন,VM,Unk,VM,VM,O
9637,File-02,13,16,।,PU,DEM,PU,PU,O
9638,File-02,14,1,কিন্তু,CC,Unk,Unk,CC,O
9639,File-02,14,2,প্রেসিডেন্ট,NNP,Unk,Unk,NNP,O
9640,File-02,14,3,হওয়ার,VM,Unk,Unk,VM,O
9641,File-02,14,4,24,CD,Unk,CD,CD,O
9642,File-02,14,5,ঘণ্টা,NN,Unk,NN,NN,O
9643,File-02,14,6,না,NEG,Unk,Unk,NEG,O
9644,File-02,14,7,যেতেই,VM,Unk,Unk,VM,O
9645,File-02,14,8,যুক্তরাজ্যভিত্তিক,JJ,Unk,JJ,JJ,O
9646,File-02,14,9,মানবাধিকার,NN,Unk,Unk,NN,O
9647,File-02,14,10,সংস্থা,NN,CC,CC,NN,O
9648,File-02,14,11,‘,PU,JJ,PU,PU,O
9649,File-02,14,12,অ্যামনেস্টি,NNP,Unk,Unk,NNP,ORG
9650,File-02,14,13,ইন্টারন্যাশনাল,NNP,Unk,Unk,NNP,ORG
9651,File-02,14,14,’,PU,NST,PU,PU,O
9652,File-02,14,15,তাকে,PRP,Unk,PRP,PRP,O
9653,File-02,14,16,নিয়ে,PSP,Unk,Unk,PSP,O
9654,File-02,14,17,একটি,CD,Unk,Unk,CD,O
9655,File-02,14,18,প্রতিবেদন,NN,Unk,NN,NN,O
9656,File-02,14,19,প্রকাশ,NN,NN,NN,NN,O
9657,File-02,14,20,করেছে,VM,Unk,Unk,VM,O
9658,File-02,14,21,।,PU,Unk,Unk,PU,O
9659,File-02,15,1,এই,DT,DEM,DEM,DT,O
9660,File-02,15,2,প্রতিবেদনে,NN,NN,NN,NN,O
9661,File-02,15,3,বলা,VM,VM,VM,VM,O
9662,File-02,15,4,হয়েছে,VM,VAUX,VAUX,VM,O
9663,File-02,15,5,",",PU,PU,PU,PU,O
9664,File-02,15,6,ইরানের,NNP,NN,NN,NNP,LOC
9665,File-02,15,7,নব,JJ,NN,NN,JJ,O
9666,File-02,15,8,নির্বাচিত,JJ,NN,NN,JJ,O
9667,File-02,15,9,প্রেসিডেন্ট,NN,NN,NN,NN,O
9668,File-02,15,10,হত্যা,NN,NN,NN,NN,O
9669,File-02,15,11,",",PU,PU,PU,PU,O
9670,File-02,15,12,নির্যাতন,NN,NN,NN,NN,O
9671,File-02,15,13,এবং,CC,CC,CC,CC,O
9672,File-02,15,14,জোরপূর্বক,JJ,NN,NN,JJ,O
9673,File-02,15,15,অপহরণসহ,NN,NN,NN,NN,O
9674,File-02,15,16,মানবাধিকার,NN,NN,NN,NN,O
9675,File-02,15,17,লঙ্ঘনে,NN,NN,NN,NN,O
9676,File-02,15,18,যুক্ত,JJ,NN,JJ,JJ,O
9677,File-02,15,19,।,PU,NN,NN,PU,O
9678,File-02,16,1,এএফপির,NNP,NN,NNP,NNP,ORG
9679,File-02,16,2,খবরে,NN,NN,NN,NN,O
9680,File-02,16,3,বলা,VM,VM,VM,VM,O
9681,File-02,16,4,হয়েছে,VM,VAUX,VAUX,VM,O
9682,File-02,16,5,",",PU,PU,PU,PU,O
9683,File-02,16,6,ইরানের,NNP,NN,NN,NNP,LOC
9684,File-02,16,7,প্রেসিডেন্ট,NN,NN,NN,NN,O
9685,File-02,16,8,নির্বাচনে,NN,NN,NN,NN,O
9686,File-02,16,9,বিজয়ী,JJ,NN,JJ,JJ,O
9687,File-02,16,10,ঘোষণার,NN,NN,NN,NN,O
9688,File-02,16,11,কয়েক,JJ,QF,QF,JJ,O
9689,File-02,16,12,ঘণ্টার,NN,NN,NN,NN,O
9690,File-02,16,13,মধ্যে,PSP,NST,NST,PSP,O
9691,File-02,16,14,মানবাধিকার,NN,NN,NN,NN,O
9692,File-02,16,15,সংস্থা,NN,NN,NN,NN,O
9693,File-02,16,16,অ্যামনেস্টি,NN,NN,NN,NN,O
9694,File-02,16,17,ইন্টারন্যাশনাল,JJ,NN,NN,JJ,O
9695,File-02,16,18,এমন,JJ,PRP,JJ,JJ,O
9696,File-02,16,19,রিপোর্ট,NN,NN,NN,NN,O
9697,File-02,16,20,প্রকাশ,NN,NN,NN,NN,O
9698,File-02,16,21,করল,VM,NN,VM,VM,O
9699,File-02,16,22,।,PU,NN,NN,PU,O
9700,File-02,17,1,এর,DD,PRP,DD,DD,O
9701,File-02,17,2,আগে,RB,NST,NST,RB,O
9702,File-02,17,3,শনিবার,NN,NN,NN,NN,O
9703,File-02,17,4,বিকালে,NN,NN,NN,NN,O
9704,File-02,17,5,ইরানের,NNP,NN,NNP,NNP,LOC
9705,File-02,17,6,স্বরাষ্ট্রমন্ত্রী,NN,NN,NN,NN,O
9706,File-02,17,7,আব্দুর,NNP,NN,NN,NNP,PER
9707,File-02,17,8,রেজা,NNP,NN,NN,NNP,PER
9708,File-02,17,9,রাহমানি,NNP,NN,NNP,NNP,PER
9709,File-02,17,10,ফাজলি,NNP,NN,NNP,NNP,PER
9710,File-02,17,11,এক,CD,QC,QC,CD,O
9711,File-02,17,12,সংবাদ,NN,NN,NN,NN,O
9712,File-02,17,13,সম্মেলনে,NN,NN,NN,NN,O
9713,File-02,17,14,ইব্রাহিম,NNP,NN,NNP,NNP,PER
9714,File-02,17,15,রাইসিকে,NNP,NN,NN,NNP,O
9715,File-02,17,16,বিজয়ী,JJ,NN,NN,JJ,O
9716,File-02,17,17,ঘোষণা,NN,NN,NN,NN,O
9717,File-02,17,18,করেন,VM,VM,VM,VM,O
9718,File-02,17,19,।,PU,NN,NN,PU,O
9719,File-02,18,1,মহাসচিব,NN,NN,NN,NN,O
9720,File-02,18,2,অ্যাগনেস,NNP,NN,NN,NNP,PER
9721,File-02,18,3,ক্যালামার্ডকে,NNP,NN,NN,NNP,PER
9722,File-02,18,4,উদ্ধৃত,JJ,NN,JJ,JJ,O
9723,File-02,18,5,করে,VM,VM,VM,VM,O
9724,File-02,18,6,অ্যামনেস্টি,NNP,NN,NN,NNP,ORG
9725,File-02,18,7,ইন্টারন্যাশনালের,NNP,NN,NNP,NNP,ORG
9726,File-02,18,8,রিপোর্টে,NN,NN,NN,NN,O
9727,File-02,18,9,বলা,VM,VM,VM,VM,O
9728,File-02,18,10,হয়েছে,VM,VAUX,VAUX,VM,O
9729,File-02,18,11,",",PU,PU,PU,PU,O
9730,File-02,18,12,ইব্রাহিম,NNP,NN,NN,NNP,PER
9731,File-02,18,13,রাইসির,NNP,NN,NN,NNP,PER
9732,File-02,18,14,বিরুদ্ধে,PSP,NN,NN,PSP,O
9733,File-02,18,15,মানবাধিকারের,NN,NN,NN,NN,O
9734,File-02,18,16,লঙ্ঘনের,NN,NN,NN,NN,O
9735,File-02,18,17,তদন্ত,NN,NN,NN,NN,O
9736,File-02,18,18,হওয়া,VM,VM,VM,VM,O
9737,File-02,18,19,উচিত,JJ,NN,JJ,JJ,O
9738,File-02,18,20,।,PU,NN,NN,PU,O
9739,File-02,19,1,অথচ,CC,CC,CC,CC,O
9740,File-02,19,2,তিনি,PRP,PRP,PRP,PRP,O
9741,File-02,19,3,ইরানের,NNP,NN,NN,NNP,LOC
9742,File-02,19,4,প্রেসিডেন্ট,NN,NN,NN,NN,O
9743,File-02,19,5,নির্বাচিত,JJ,NN,NN,JJ,O
9744,File-02,19,6,হয়েছেন,VM,VM,VM,VM,O
9745,File-02,19,7,!,PU,PU,PU,PU,O
9746,File-02,19,8,ইরানের,NNP,NN,NNP,NNP,LOC
9747,File-02,19,9,শীর্ষপদে,NN,NN,NN,NN,O
9748,File-02,19,10,দায়মুক্তি,NN,NN,NN,NN,O
9749,File-02,19,11,আসীন,VM,NN,VM,VM,O
9750,File-02,19,12,হলো,VM,VAUX,VM,VM,O
9751,File-02,19,13,;,PU,PU,PU,PU,O
9752,File-02,19,14,এটা,DD,PRP,PRP,DD,O
9753,File-02,19,15,একটি,CD,QC,CD,CD,O
9754,File-02,19,16,ভয়াবহ,JJ,NN,NN,JJ,O
9755,File-02,19,17,রিমাইন্ডার,NN,NN,NN,NN,O
9756,File-02,19,18,।,PU,NN,NN,PU,O
9757,File-02,20,1,রিপোর্টে,NN,NN,NN,NN,O
9758,File-02,20,2,আরও,RB,QF,RB,RB,O
9759,File-02,20,3,বলা,VM,VM,VM,VM,O
9760,File-02,20,4,হয়েছে,VM,VAUX,VM,VM,O
9761,File-02,20,5,",",PU,PU,PU,PU,O
9762,File-02,20,6,2018,CD,NN,CD,CD,O
9763,File-02,20,7,সালে,NN,NNP,NN,NN,O
9764,File-02,20,8,অ্যামনেস্টি,NNP,NN,NNP,NNP,ORG
9765,File-02,20,9,ইন্টারন্যাশনালের,NNP,NN,NNP,NNP,ORG
9766,File-02,20,10,ডকুমেন্টে,NN,NN,NN,NN,O
9767,File-02,20,11,উঠে,VM,VM,VM,VM,O
9768,File-02,20,12,আসে,VM,VAUX,VAUX,VM,O
9769,File-02,20,13,",",PU,PU,PU,PU,O
9770,File-02,20,14,ইব্রাহিম,NNP,NN,NN,NNP,PER
9771,File-02,20,15,রাইসি,NNP,NN,NN,NNP,PER
9772,File-02,20,16,কিভাবে,RB,NN,NN,RB,O
9773,File-02,20,17,মৃত্যু,NN,NN,NN,NN,O
9774,File-02,20,18,কমিশনের,NN,NN,NN,NN,O
9775,File-02,20,19,(,PU,PU,PU,PU,O
9776,File-02,20,20,ডেথ,NN,NN,NN,NN,O
9777,File-02,20,21,কমিশন,NN,NN,NN,NN,O
9778,File-02,20,22,),PU,PU,PU,PU,O
9779,File-02,20,23,সদস্য,NN,NN,NN,NN,O
9780,File-02,20,24,হিসেবে,PRP,PSP,PSP,PRP,O
9781,File-02,20,25,ভূমিকা,NN,NN,NN,NN,O
9782,File-02,20,26,পালন,NN,NN,NN,NN,O
9783,File-02,20,27,করেছেন,VM,VM,VM,VM,O
9784,File-02,20,28,।,PU,NN,PU,PU,O
9785,File-02,21,1,এই,DT,DEM,DEM,DT,O
9786,File-02,21,2,ডেথ,NN,NN,NN,NN,O
9787,File-02,21,3,কমিশন,NN,NN,NN,NN,O
9788,File-02,21,4,জোরপূর্বক,RB,NN,NN,RB,O
9789,File-02,21,5,অপহরণসহ,NN,NN,NN,NN,O
9790,File-02,21,6,1988,CD,NN,NN,CD,O
9791,File-02,21,7,সালে,NN,NNP,NN,NN,O
9792,File-02,21,8,এভিন,NN,NN,NN,NN,O
9793,File-02,21,9,ও,CC,CC,CC,CC,O
9794,File-02,21,10,গোহরদাশত,NN,NN,NN,NN,O
9795,File-02,21,11,কারাগারে,NN,NN,NN,NN,O
9796,File-02,21,12,হাজার,NN,XC,XC,NN,O
9797,File-02,21,13,হাজার,NN,XC,NN,NN,O
9798,File-02,21,14,ভিন্নমতাবলম্বী,JJ,NN,NN,JJ,O
9799,File-02,21,15,রাজনৈতিকের,JJ,NN,NN,JJ,O
9800,File-02,21,16,মৃত্যুদণ্ড,NN,NN,NN,NN,O
9801,File-02,21,17,কার্যকর,JJ,NN,NN,JJ,O
9802,File-02,21,18,করে,VM,VM,VM,VM,O
9803,File-02,21,19,।,PU,NN,PU,PU,O
9804,File-02,22,1,রিপোর্টে,NN,NN,NN,NN,O
9805,File-02,22,2,বলা,VM,VM,VM,VM,O
9806,File-02,22,3,হয়,VM,VAUX,VM,VM,O
9807,File-02,22,4,",",PU,PU,PU,PU,O
9808,File-02,22,5,ইরানের,NNP,NN,NNP,NNP,LOC
9809,File-02,22,6,বিচার,NN,NN,NN,NN,O
9810,File-02,22,7,বিভাগের,NN,NN,NN,NN,O
9811,File-02,22,8,প্রধান,JJ,JJ,JJ,JJ,O
9812,File-02,22,9,হিসেবে,PRP,PSP,PSP,PRP,O
9813,File-02,22,10,ইব্রাহিম,NNP,NN,NNP,NNP,PER
9814,File-02,22,11,রাইসি,NNP,NN,NN,NNP,PER
9815,File-02,22,12,মানবাধিকারের,NN,NN,NN,NN,O
9816,File-02,22,13,প্রতি,PRP,PSP,PRP,PRP,O
9817,File-02,22,14,দমন,NN,NN,NN,NN,O
9818,File-02,22,15,-,PU,PU,PU,PU,O
9819,File-02,22,16,পীড়ন,NN,NN,NN,NN,O
9820,File-02,22,17,চালিয়েছেন,VM,NN,NN,VM,O
9821,File-02,22,18,।,PU,NN,PU,PU,O
9822,File-02,23,1,60,CD,NN,CD,CD,O
9823,File-02,23,2,বছর,NN,NN,NN,NN,O
9824,File-02,23,3,বয়সী,JJ,NN,NN,JJ,O
9825,File-02,23,4,রাইসি,NNP,NN,NNP,NNP,PER
9826,File-02,23,5,তার,PRP,PRP,PRP,PRP,O
9827,File-02,23,6,কর্মজীবনের,NN,NN,NN,NN,O
9828,File-02,23,7,বেশিরভাগ,NN,NN,NN,NN,O
9829,File-02,23,8,সময়,NN,NN,NN,NN,O
9830,File-02,23,9,সরকারি,JJ,NN,JJ,JJ,O
9831,File-02,23,10,কৌঁসুলি,NN,NN,NN,NN,O
9832,File-02,23,11,হিসেবে,PRP,PSP,PRP,PRP,O
9833,File-02,23,12,কাজ,NN,NN,NN,NN,O
9834,File-02,23,13,করেছেন,VM,VM,VM,VM,O
9835,File-02,23,14,।,PU,NN,PU,PU,O
9836,File-02,24,1,তারপর,RB,RB,RB,RB,O
9837,File-02,24,2,থেকে,PRP,PSP,PSP,PRP,O
9838,File-02,24,3,নির্বাচনে,NN,NN,NN,NN,O
9839,File-02,24,4,প্রার্থী,NN,NN,NN,NN,O
9840,File-02,24,5,হওয়ার,VM,NN,NN,VM,O
9841,File-02,24,6,আগ,NN,NN,NN,NN,O
9842,File-02,24,7,পর্যন্ত,PRP,PSP,PSP,PRP,O
9843,File-02,24,8,ইব্রাহিম,NNP,NN,NN,NNP,PER
9844,File-02,24,9,রাইসি,NNP,NN,NNP,NNP,PER
9845,File-02,24,10,ইরানের,NNP,NN,NN,NNP,LOC
9846,File-02,24,11,বিচার,NN,NN,NN,NN,O
9847,File-02,24,12,বিভাগের,NN,NN,NN,NN,O
9848,File-02,24,13,প্রধান,JJ,JJ,JJ,JJ,O
9849,File-02,24,14,হিসেবে,PRP,PSP,PSP,PRP,O
9850,File-02,24,15,দায়িত্ব,NN,NN,NN,NN,O
9851,File-02,24,16,পালন,NN,NN,NN,NN,O
9852,File-02,24,17,করেছেন,VM,VM,VM,VM,O
9853,File-02,24,18,।,PU,NN,NN,PU,O
9854,File-02,25,1,আফগানিস্তানের,NNP,NN,NNP,NNP,LOC
9855,File-02,25,2,ভেতরে,NN,NST,NST,NN,O
9856,File-02,25,3,যে,PRP,PRP,PRP,PRP,O
9857,File-02,25,4,কোনো,DT,QF,DT,DT,O
9858,File-02,25,5,পদক্ষেপ,NN,NN,NN,NN,O
9859,File-02,25,6,নিতে,VM,VM,VM,VM,O
9860,File-02,25,7,পাকিস্তানের,NNP,NN,NNP,NNP,LOC
9861,File-02,25,8,ভূখণ্ড,NN,NN,NN,NN,O
9862,File-02,25,9,ব্যবহার,NN,NN,NN,NN,O
9863,File-02,25,10,কিংবা,CC,CC,CC,CC,O
9864,File-02,25,11,ঘাঁটি,NN,NN,NN,NN,O
9865,File-02,25,12,গাড়তে,VM,NN,VM,VM,O
9866,File-02,25,13,কোনোভাবেই,RB,NN,NN,RB,O
9867,File-02,25,14,অনুমোদন,NN,NN,NN,NN,O
9868,File-02,25,15,দেওয়া,VM,VM,VM,VM,O
9869,File-02,25,16,হবে,VM,VAUX,VM,VM,O
9870,File-02,25,17,না,NEG,NEG,NEG,NEG,O
9871,File-02,25,18,বলে,VM,UT,VM,VM,O
9872,File-02,25,19,জানিয়ে,VM,VM,VM,VM,O
9873,File-02,25,20,দিয়েছেন,VM,VAUX,VM,VM,O
9874,File-02,25,21,দেশটির,NN,NN,NN,NN,O
9875,File-02,25,22,প্রধানমন্ত্রী,NN,NN,NN,NN,O
9876,File-02,25,23,ইমরান,NNP,NN,NNP,NNP,PER
9877,File-02,25,24,খান,NNP,NN,NN,NNP,PER
9878,File-02,25,25,।,PU,NN,NN,PU,O
9879,File-02,26,1,মার্কিন,JJ,NN,JJ,JJ,O
9880,File-02,26,2,টিভি,NN,NN,NN,NN,O
9881,File-02,26,3,চ্যানেল,NN,NN,NN,NN,O
9882,File-02,26,4,এইচবিও,NNP,NN,NN,NNP,ORG
9883,File-02,26,5,’,PU,NN,PU,PU,O
9884,File-02,26,6,র,PRP,RP,PRP,PRP,O
9885,File-02,26,7,প্রামাণ্যচিত্রধর্মী,JJ,NN,JJ,JJ,O
9886,File-02,26,8,সংবাদ,NN,NN,NN,NN,O
9887,File-02,26,9,কার্যক্রম,NN,NN,NN,NN,O
9888,File-02,26,10,এক্সিওসে,NNP,NN,NN,NNP,ORG
9889,File-02,26,11,দেওয়া,VM,VAUX,VM,VM,O
9890,File-02,26,12,এক,CD,QC,CD,CD,O
9891,File-02,26,13,সাক্ষাৎকারে,NN,NN,NN,NN,O
9892,File-02,26,14,এ,DT,DEM,DT,DT,O
9893,File-02,26,15,সিদ্ধান্তের,NN,NN,NN,NN,O
9894,File-02,26,16,কথা,NN,NN,NN,NN,O
9895,File-02,26,17,জানান,VM,NN,NN,VM,O
9896,File-02,26,18,তিনি,PRP,PRP,PRP,PRP,O
9897,File-02,26,19,।,PU,NN,PU,PU,O
9898,File-02,27,1,ইমরান,NNP,NN,NN,NNP,PER
9899,File-02,27,2,খান,NNP,NN,NNP,NNP,PER
9900,File-02,27,3,বলেন,VM,VM,VM,VM,O
9901,File-02,27,4,",",PU,PU,PU,PU,O
9902,File-02,27,5,পাকিস্তান,NNP,NN,NN,NNP,LOC
9903,File-02,27,6,থেকে,PRP,PSP,PRP,PRP,O
9904,File-02,27,7,আফগানিস্তানে,NNP,NN,NNP,NNP,LOC
9905,File-02,27,8,কোনো,DT,QF,DT,DT,O
9906,File-02,27,9,ধরনের,NN,NN,NN,NN,O
9907,File-02,27,10,পদক্ষেপ,NN,NN,NN,NN,O
9908,File-02,27,11,নেওয়ার,VM,NN,VM,VM,O
9909,File-02,27,12,সুযোগ,NN,NN,NN,NN,O
9910,File-02,27,13,নেই,VM,VM,VM,VM,O
9911,File-02,27,14,।,PU,NN,PU,PU,O
9912,File-02,28,1,এর,CC,PRP,PRP,CC,O
9913,File-02,28,2,আগে,NN,NST,NN,NN,O
9914,File-02,28,3,পাকিস্তানের,NNP,NN,NNP,NNP,LOC
9915,File-02,28,4,পররাষ্ট্রমন্ত্রী,NN,NN,NN,NN,O
9916,File-02,28,5,শাহ,NNP,XC,XC,NNP,PER
9917,File-02,28,6,মাহমুদ,NNP,NN,NNP,NNP,PER
9918,File-02,28,7,কুরাইশিও,NNP,NN,NN,NNP,PER
9919,File-02,28,8,সিনেটে,NN,NN,NN,NN,O
9920,File-02,28,9,দেওয়া,VM,VAUX,VM,VM,O
9921,File-02,28,10,বক্তব্যে,NN,NN,NN,NN,O
9922,File-02,28,11,মার্কিন,NNP,NN,NNP,NNP,PER
9923,File-02,28,12,ঘাঁটি,NN,NN,NN,NN,O
9924,File-02,28,13,স্থাপনের,NN,NN,NN,NN,O
9925,File-02,28,14,অনুমোদন,NN,NN,NN,NN,O
9926,File-02,28,15,দেওয়ার,VM,NN,NN,VM,O
9927,File-02,28,16,সুযোগ,NN,NN,NN,NN,O
9928,File-02,28,17,নেই,VM,VM,VM,VM,O
9929,File-02,28,18,বলে,VM,UT,UT,VM,O
9930,File-02,28,19,জানিয়েছেন,VM,VM,VM,VM,O
9931,File-02,28,20,।,PU,NN,NN,PU,O
9932,File-02,29,1,মিয়ানমারের,NNP,NN,NN,NNP,LOC
9933,File-02,29,2,কাছে,NN,NST,NST,NN,O
9934,File-02,29,3,অস্ত্র,NN,NN,NN,NN,O
9935,File-02,29,4,বিক্রি,NN,NN,NN,NN,O
9936,File-02,29,5,নিষিদ্ধ,JJ,NN,NN,JJ,O
9937,File-02,29,6,করার,VM,VM,VM,VM,O
9938,File-02,29,7,আহ্বান,NN,NN,NN,NN,O
9939,File-02,29,8,জানিয়ে,VM,NN,NN,VM,O
9940,File-02,29,9,শুক্রবার,NNP,NN,NNP,NNP,O
9941,File-02,29,10,জাতিসংঘের,NNP,Unk,NNP,NNP,ORG
9942,File-02,29,11,সাধারণ,JJ,JJ,JJ,JJ,O
9943,File-02,29,12,পরিষদ,NN,Unk,NN,NN,O
9944,File-02,29,13,যে,CC,PRP,CC,CC,O
9945,File-02,29,14,প্রস্তাব,NN,PSP,PSP,NN,O
9946,File-02,29,15,পাস,JJ,PRP,JJ,JJ,O
9947,File-02,29,16,করেছে,VM,Unk,VM,VM,O
9948,File-02,29,17,",",PU,SYM,SYM,PU,O
9949,File-02,29,18,সেখানে,NN,PRP,NN,NN,O
9950,File-02,29,19,ভোট,NN,QC,NN,NN,O
9951,File-02,29,20,দানে,VM,NN,NN,VM,O
9952,File-02,29,21,বিরত,JJ,NN,NN,JJ,O
9953,File-02,29,22,ছিল,VM,VM,VM,VM,O
9954,File-02,29,23,বাংলাদেশ,NNP,VAUX,NNP,NNP,LOC
9955,File-02,29,24,।,PU,UT,UT,PU,O
9956,File-02,30,1,গত,JJ,Unk,Unk,JJ,O
9957,File-02,30,2,ফেব্রুয়ারি,NNP,Unk,Unk,NNP,O
9958,File-02,30,3,মাসে,NN,NN,NN,NN,O
9959,File-02,30,4,মিয়ানমারের,NNP,VM,NNP,NNP,LOC
9960,File-02,30,5,নির্বাচিত,JJ,Unk,Unk,JJ,O
9961,File-02,30,6,সরকারকে,NN,Unk,Unk,NN,O
9962,File-02,30,7,উৎখাত,NN,NST,NN,NN,O
9963,File-02,30,8,করা,VM,Unk,Unk,VM,O
9964,File-02,30,9,সামরিক,JJ,Unk,JJ,JJ,O
9965,File-02,30,10,জান্তাকে,NN,Unk,NN,NN,O
9966,File-02,30,11,নিন্দা,NN,Unk,Unk,NN,O
9967,File-02,30,12,জানিয়ে,VM,Unk,VM,VM,O
9968,File-02,30,13,জাতিসংঘের,NNP,Unk,Unk,NNP,ORG
9969,File-02,30,14,সাধারণ,JJ,NN,JJ,JJ,O
9970,File-02,30,15,পরিষদ,NN,NST,NST,NN,O
9971,File-02,30,16,শুক্রবার,NNP,VM,NNP,NNP,O
9972,File-02,30,17,ওই,DT,PRP,PRP,DT,O
9973,File-02,30,18,প্রস্তাব,NN,Unk,Unk,NN,O
9974,File-02,30,19,গ্রহণ,NN,VM,VM,NN,O
9975,File-02,30,20,করে,VM,VAUX,VAUX,VM,O
